Protocol,Source Port,Destination Port,Payload Length,First 1 Byte,First 2 Bytes,First 3 Bytes,First 5 Bytes,First 8 Bytes,First 16 Bytes
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,1460,23,5891,1508097,98834655728,1658170367444209851,30587844398852267693207564532076865283
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,1460,114,29260,7490713,490911419166,8236126916229846026,151929725382282636863708769372090510008
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,1460,243,62368,15966224,1046362476812,17555049287779737167,323833501413029951516404993503897241231
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,1460,122,31415,8042462,527070806952,8842780775538875932,163120513866284512384731841108833397119
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,1460,101,25864,6621437,433942522428,7280347430374877386,134298705815814331876056696504922620931
TCP,902,1384,1460,2,766,196187,12857358498,215710680712569412,3979159721070443091243953107311439429
TCP,902,1384,1460,187,48014,12291677,805547379658,13514842386764807930,249304838705172372591472382682592802829
TCP,902,1384,521,39,10196,2610242,171064875904,2869992373056706775,52942014799275418339086827043768409020
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1384,902,37,23,5891,1508097,98834645024,1658170187859281460,30587841086095054167161904006488606457
TCP,1574,1026,1,0,0,0,0,0,0
TCP,1026,1574,6,0,0,0,0,0,0
TCP,902,1384,1125,23,5891,1508097,98834646112,1658170206116977312,30587841422890096939066738848168949912
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2076,6,0,0,0,0,0,0
TCP,443,2076,31,21,5379,1377027,90244841498,1514057198700616093,27929425657387874954028466466704062146
TCP,2076,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1384,902,37,23,5891,1508097,98834645024,1658170187853264432,30587841085984059602866451792295560869
TCP,443,2076,6,0,0,0,0,0,0
UDP,15005,3318,11,177,45428,11629723,762165574623,12787016473220036964,214530537366770775680663012
TCP,902,1384,6,0,0,0,0,0,0
UDP,51374,53,44,244,62572,16018433,1049784025088,17612453342250860544,324892419314652046949900254888422947074
TCP,1577,1027,1,0,0,0,0,0,0
TCP,1027,1577,6,0,0,0,0,0,0
UDP,55803,53,43,156,40169,10283265,673924055040,11306569439002034176,208569392792896303587931545624905004290
UDP,53,55803,104,156,40169,10283393,673932477184,11306710739131105280,208571999320214860370374317102303819010
TCP,1580,1028,1,0,0,0,0,0,0
TCP,1028,1580,6,0,0,0,0,0,0
TCP,1583,1029,1,0,0,0,0,0,0
TCP,1029,1583,6,0,0,0,0,0,0
TCP,1586,1030,1,0,0,0,0,0,0
TCP,1030,1586,6,0,0,0,0,0,0
TCP,1589,1031,1,0,0,0,0,0,0
TCP,1031,1589,6,0,0,0,0,0,0
TCP,1592,1032,1,0,0,0,0,0,0
TCP,1032,1592,6,0,0,0,0,0,0
UDP,54008,53,43,241,61800,15820801,1036832014336,17395154660230234112,320883966139863160020674711722336216434
UDP,53,54008,145,241,61800,15820929,1036840436480,17395295960359305217,320886572667181716821564227273444582770
UDP,53,61070,44,156,40029,10247553,671583666944,11267304242391613440,207845077760019984502379766141236229379
UDP,59676,1900,97,77,19757,5057875,331472913729,5561192671786189640,102585897961028881314394952638804545583
